id,split,label_bin
8011.json,test,0
5041.json,valid,1
5637.json,train,1
12751.json,valid,0
11305.json,train,1
5403.json,test,0
2491.json,test,0
483.json,valid,0
13474.json,train,0
8495.json,train,0
9515.json,train,1
5445.json,train,1
7215.json,valid,1
7323.json,train,0
7283.json,train,1
5011.json,train,0
1591.json,train,1
9225.json,train,0
6727.json,train,0
11243.json,valid,0
11902.json,train,0
1220.json,train,1
7465.json,train,0
4083.json,train,1
4557.json,train,1
7206.json,valid,1
5682.json,train,0
7595.json,train,0
5764.json,train,0
2891.json,train,0
4844.json,train,1
9165.json,train,1
9231.json,test,1
9129.json,train,0
1419.json,train,0
4893.json,train,0
9647.json,train,1
5019.json,train,1
11148.json,train,0
1188.json,train,1
229.json,train,0
13192.json,train,1
7013.json,valid,1
7756.json,train,0
2690.json,test,1
7201.json,train,0
3362.json,test,1
12371.json,test,0
8338.json,train,1
12999.json,train,1
7148.json,train,1
11454.json,train,1
5754.json,train,1
3492.json,train,1
3380.json,train,0
304.json,train,0
4708.json,test,0
3343.json,train,1
10029.json,valid,0
6606.json,valid,0
12180.json,train,1
9886.json,train,1
11065.json,train,0
5769.json,train,1
2056.json,train,1
3021.json,test,0
1670.json,train,1
7574.json,valid,1
9370.json,train,1
2735.json,train,1
5449.json,train,0
6382.json,train,1
4529.json,train,1
7868.json,train,1
10287.json,train,0
1930.json,train,1
1712.json,test,1
6827.json,train,0
9960.json,train,1
8483.json,valid,1
2908.json,train,1
13525.json,train,0
2601.json,test,1
7083.json,train,1
408.json,train,0
6410.json,train,0
3834.json,train,1
9605.json,train,0
6457.json,train,1
13006.json,train,0
7125.json,train,0
2715.json,train,1
3478.json,train,0
6323.json,train,0
13307.json,train,1
13515.json,train,1
5092.json,train,1
2677.json,train,1
7701.json,train,0
9160.json,train,1
778.json,train,1
10568.json,train,0
4254.json,train,0
325.json,train,0
9111.json,train,0
8891.json,valid,1
76.json,train,1
7400.json,train,1
10738.json,train,1
6112.json,test,0
5967.json,train,1
7572.json,train,0
5483.json,train,1
1119.json,test,1
9916.json,test,0
7024.json,train,0
4684.json,train,0
247.json,train,0
7862.json,train,0
5461.json,test,0
1446.json,train,0
6365.json,valid,1
10141.json,train,1
13277.json,train,0
3662.json,train,0
1628.json,train,0
1716.json,train,1
7007.json,train,0
2051.json,train,1
6443.json,train,0
4760.json,train,1
1588.json,train,1
3755.json,train,0
2072.json,test,0
4309.json,test,1
12969.json,train,1
9141.json,test,1
225.json,train,1
7704.json,train,1
6470.json,valid,0
3563.json,valid,0
5713.json,valid,1
4498.json,test,0
610.json,train,1
12004.json,train,0
11694.json,train,1
4539.json,train,0
7285.json,test,1
11027.json,train,1
10201.json,train,0
13403.json,valid,1
10829.json,train,1
10730.json,train,1
8239.json,train,0
9147.json,train,0
41.json,train,1
9024.json,train,0
12445.json,train,1
9106.json,train,1
5997.json,valid,0
8565.json,train,0
11291.json,train,0
12654.json,train,1
12258.json,train,0
8143.json,train,1
10745.json,train,0
228.json,train,0
104.json,train,0
2077.json,train,0
6089.json,train,0
3191.json,train,0
779.json,train,0
1192.json,train,0
10458.json,train,0
5662.json,train,1
777.json,train,0
6328.json,train,1
13193.json,train,0
7552.json,test,0
3495.json,train,0
460.json,train,1
3707.json,train,0
3656.json,valid,1
11356.json,train,0
1993.json,train,0
2253.json,train,1
4279.json,train,0
13436.json,train,1
3484.json,train,0
6196.json,train,1
8718.json,train,1
544.json,test,1
4098.json,train,0
4891.json,train,0
10702.json,valid,0
7746.json,train,1
3107.json,test,0
12597.json,train,0
6568.json,valid,0
10194.json,train,1
7442.json,test,1
8205.json,train,0
332.json,train,0
5599.json,train,0
470.json,train,1
6193.json,train,1
1071.json,train,1
9814.json,train,0
3650.json,valid,1
2046.json,train,0
2171.json,train,1
10440.json,train,0
7425.json,train,0
7667.json,test,1
3703.json,train,0
7814.json,test,0
150.json,train,0
5511.json,train,1
6986.json,train,0
3424.json,train,0
10560.json,train,0
9282.json,train,1
8343.json,train,0
10900.json,train,1
10802.json,train,1
3240.json,train,1
3052.json,train,1
239.json,train,0
7278.json,train,0
4038.json,train,1
10699.json,valid,1
12177.json,train,0
3753.json,train,1
11757.json,train,0
2635.json,train,1
12497.json,train,0
2766.json,train,1
7275.json,train,0
5736.json,valid,0
7668.json,train,0
9204.json,train,1
9414.json,train,1
3084.json,train,1
6030.json,train,0
578.json,train,0
3526.json,train,0
1764.json,train,0
12878.json,train,1
4502.json,train,0
9348.json,train,0
1888.json,valid,1
235.json,test,0
9442.json,train,0
1672.json,train,0
828.json,train,1
1979.json,train,0
2917.json,train,1
11760.json,train,1
3574.json,train,1
1356.json,train,1
3632.json,valid,0
7739.json,valid,0
1225.json,valid,1
7103.json,valid,0
12543.json,train,0
10651.json,train,1
7676.json,test,1
9143.json,train,1
9331.json,train,1
3039.json,valid,1
2133.json,train,1
13002.json,train,0
1148.json,train,1
13091.json,train,0
11122.json,train,1
1166.json,train,1
4681.json,train,0
4451.json,train,0
8293.json,train,1
9890.json,valid,1
1189.json,test,0
5838.json,train,0
6893.json,train,1
13056.json,test,0
7547.json,valid,1
5286.json,train,1
8341.json,train,1
7744.json,test,0
8413.json,train,0
6680.json,train,0
683.json,test,0
12935.json,train,1
10331.json,train,0
8192.json,test,1
1314.json,train,0
3006.json,train,1
6937.json,train,1
3004.json,train,1
2748.json,train,1
8887.json,train,1
3851.json,train,1
7679.json,train,0
1460.json,test,0
2997.json,valid,1
8320.json,test,0
3203.json,train,1
190.json,valid,1
4343.json,train,1
10562.json,train,0
11790.json,train,0
10690.json,train,1
3916.json,train,0
620.json,train,0
4158.json,train,0
4250.json,test,1
8643.json,train,1
3852.json,train,1
1430.json,train,1
10275.json,train,0
4340.json,train,1
7678.json,test,1
11202.json,train,0
5349.json,valid,1
11968.json,train,0
823.json,train,1
3684.json,train,1
4662.json,valid,0
1655.json,train,0
482.json,train,1
4554.json,train,0
4411.json,train,0
2859.json,train,0
9119.json,valid,1
4096.json,train,0
5898.json,test,1
9148.json,train,1
12818.json,train,0
4929.json,test,0
9459.json,train,1
7447.json,test,0
1149.json,train,1
6813.json,test,1
43.json,train,1
8960.json,test,0
7317.json,train,0
8337.json,train,0
6357.json,train,1
11851.json,train,0
1057.json,train,1
5263.json,train,1
8770.json,train,0
9078.json,train,0
12724.json,train,1
8952.json,train,0
10284.json,train,1
9338.json,train,1
4137.json,train,1
2532.json,train,0
3925.json,train,0
9614.json,train,1
12192.json,train,1
7710.json,train,1
12949.json,train,1
7088.json,train,0
6310.json,train,0
5243.json,train,0
11779.json,train,1
13481.json,valid,1
3530.json,train,0
4168.json,train,0
2189.json,train,1
2794.json,train,0
10373.json,valid,0
8672.json,train,0
6981.json,valid,1
9945.json,train,1
8837.json,train,0
3255.json,train,1
10543.json,test,1
159.json,train,1
11154.json,valid,0
922.json,train,1
6007.json,train,1
11701.json,test,1
11116.json,train,0
11265.json,train,1
7430.json,train,0
7070.json,test,0
171.json,test,1
11340.json,train,0
8093.json,train,1
2812.json,train,1
8867.json,valid,1
9379.json,train,1
5918.json,train,1
9846.json,train,1
10199.json,train,0
9830.json,train,0
367.json,train,1
8641.json,train,0
6853.json,train,1
2950.json,train,0
10845.json,train,1
3855.json,train,1
4135.json,train,0
657.json,train,0
12456.json,test,1
3361.json,train,0
438.json,train,0
4427.json,train,0
5878.json,train,1
4718.json,test,1
2580.json,train,0
3228.json,test,0
9288.json,train,0
178.json,train,0
377.json,train,0
10001.json,train,1
13063.json,train,0
10841.json,train,1
4232.json,valid,0
12704.json,train,0
10701.json,train,0
10361.json,train,0
7421.json,train,0
1223.json,train,1
6148.json,train,1
7839.json,valid,0
354.json,train,0
7600.json,train,0
2391.json,train,1
8769.json,train,0
3254.json,train,1
13051.json,test,1
6253.json,train,0
1315.json,train,0
7234.json,valid,1
11769.json,train,0
12849.json,test,0
9766.json,train,1
6438.json,train,1
2458.json,train,1
5477.json,train,0
6031.json,train,0
11127.json,train,0
342.json,train,1
12298.json,train,1
10522.json,train,1
7895.json,train,1
6303.json,train,0
13233.json,train,1
11772.json,train,1
10164.json,valid,0
282.json,train,1
9690.json,valid,1
8244.json,train,0
9718.json,train,0
7458.json,valid,0
4225.json,train,0
1108.json,train,1
1601.json,valid,1
13127.json,test,0
4766.json,train,1
4503.json,train,1
3989.json,train,0
6896.json,train,1
8198.json,valid,0
423.json,train,0
9114.json,train,1
7327.json,valid,1
11270.json,train,0
8933.json,train,1
4023.json,train,0
5407.json,train,1
11328.json,train,0
11052.json,train,1
4155.json,train,1
6720.json,test,1
4180.json,train,1
6431.json,test,1
11037.json,train,0
7261.json,train,0
3038.json,train,1
10820.json,train,1
10475.json,train,0
6018.json,valid,1
11358.json,train,0
6776.json,train,1
12922.json,train,1
1374.json,train,0
4997.json,train,0
5808.json,train,1
6941.json,train,1
10486.json,valid,1
7379.json,test,0
1336.json,valid,0
10332.json,train,0
6670.json,train,1
3409.json,train,0
12864.json,train,0
2588.json,train,0
11289.json,train,1
11933.json,train,0
5672.json,valid,0
5109.json,train,0
6362.json,train,1
3058.json,valid,1
279.json,train,0
4176.json,train,1
13446.json,train,1
7850.json,train,0
72.json,train,0
8775.json,train,0
2441.json,valid,1
4639.json,valid,1
6136.json,train,1
343.json,train,0
10205.json,train,0
10422.json,train,0
2263.json,train,0
9410.json,train,1
13014.json,valid,1
1736.json,train,0
12649.json,train,0
2511.json,train,1
5385.json,train,0
4146.json,train,0
7001.json,train,1
66.json,test,0
10334.json,valid,0
10317.json,train,1
9482.json,train,1
956.json,train,1
3345.json,train,0
186.json,train,0
8748.json,train,0
10641.json,valid,0
6716.json,train,1
12952.json,test,1
8402.json,train,1
2411.json,train,1
1067.json,train,0
8018.json,train,1
1917.json,train,1
5094.json,train,1
9416.json,valid,1
984.json,train,1
5475.json,train,1
2040.json,test,1
1765.json,train,1
4294.json,train,1
3738.json,test,1
4396.json,test,0
7534.json,valid,1
6135.json,train,1
11562.json,test,1
10944.json,train,1
831.json,train,0
1211.json,train,1
5505.json,test,0
7204.json,train,1
494.json,train,1
2262.json,train,1
6012.json,train,0
7742.json,test,1
8657.json,train,0
9909.json,train,1
1908.json,train,0
3788.json,train,0
11564.json,train,0
11737.json,train,0
4548.json,train,1
1069.json,train,1
5846.json,train,1
10595.json,valid,1
13078.json,train,1
1452.json,train,1
2702.json,train,0
7923.json,train,0
6975.json,train,0
11530.json,train,0
1955.json,test,1
5105.json,train,1
5044.json,train,0
4432.json,test,0
6901.json,train,1
10508.json,train,1
8570.json,train,0
2183.json,train,1
12350.json,train,1
9754.json,train,0
6426.json,train,1
9209.json,train,1
12956.json,train,1
1637.json,train,1
10196.json,train,0
2320.json,train,1
7570.json,train,0
8741.json,train,1
12867.json,train,0
3575.json,test,0
8031.json,valid,1
10441.json,train,1
9938.json,train,1
8194.json,train,1
8245.json,valid,0
11776.json,train,1
13015.json,train,0
8997.json,train,0
13443.json,train,0
6902.json,train,1
1345.json,train,1
10632.json,train,0
2139.json,valid,0
212.json,train,0
2029.json,valid,0
10847.json,train,1
2622.json,train,1
11940.json,train,0
7287.json,valid,0
9064.json,train,0
11444.json,train,1
2559.json,train,1
3551.json,train,1
5676.json,train,0
46.json,valid,0
12055.json,train,0
10286.json,train,0
2985.json,train,0
10504.json,train,1
4060.json,train,1
8171.json,train,0
8785.json,valid,1
3348.json,train,0
12506.json,train,0
9708.json,test,1
13148.json,train,0
9906.json,train,1
3817.json,valid,0
11380.json,train,1
1980.json,train,1
10760.json,train,0
726.json,train,1
8161.json,valid,1
9256.json,test,1
948.json,test,0
10922.json,train,0
2333.json,train,1
4564.json,train,0
8985.json,train,0
6449.json,train,1
5930.json,train,0
4738.json,train,0
8220.json,train,1
4212.json,test,0
9852.json,train,0
8536.json,train,0
1090.json,train,1
1291.json,train,1
564.json,train,0
10261.json,train,0
3686.json,train,1
12741.json,train,0
4780.json,test,0
12972.json,train,0
12877.json,valid,0
4288.json,train,1
5228.json,train,0
1728.json,train,1
10646.json,test,1
7723.json,train,0
3055.json,train,1
1262.json,test,1
9071.json,valid,1
586.json,train,0
2718.json,train,0
676.json,train,1
771.json,test,1
10345.json,train,1
13027.json,train,0
3312.json,train,1
4265.json,train,1
12441.json,train,0
1803.json,train,0
4156.json,train,0
12983.json,train,1
5595.json,train,1
11623.json,train,0
10951.json,train,1
8452.json,train,1
6453.json,train,1
1248.json,test,0
13458.json,train,0
8370.json,train,1
769.json,test,0
13159.json,train,1
943.json,train,0
2094.json,train,0
3765.json,train,1
10624.json,train,0
6108.json,train,1
11719.json,train,1
2603.json,test,1
1702.json,train,0
1341.json,train,1
4700.json,train,1
10307.json,train,1
8996.json,train,0
12650.json,test,1
5007.json,train,1
9395.json,train,1
3031.json,train,0
10427.json,train,1
1213.json,train,0
9687.json,train,0
1795.json,train,0
4851.json,train,1
10832.json,train,0
809.json,test,0
8422.json,train,1
3579.json,train,1
11764.json,test,1
8774.json,train,0
9618.json,train,0
7190.json,train,0
8541.json,valid,0
8150.json,train,0
4196.json,train,1
5935.json,test,1
4051.json,train,1
10587.json,train,1
4570.json,train,0
8033.json,train,1
5480.json,valid,1
10309.json,test,0
9426.json,test,0
308.json,train,1
12235.json,train,1
1052.json,test,0
3985.json,train,0
10433.json,train,0
11506.json,train,1
6852.json,train,0
4041.json,train,0
2086.json,train,0
9667.json,train,1
2494.json,test,1
2045.json,train,0
4667.json,train,1
7516.json,train,0
12554.json,train,1
5858.json,train,0
2200.json,train,1
4001.json,train,1
5210.json,train,1
6557.json,train,0
11990.json,train,1
5931.json,valid,1
11161.json,train,0
2666.json,train,1
7373.json,train,0
2778.json,valid,1
8826.json,train,1
3818.json,test,0
2156.json,train,1
3863.json,train,1
2467.json,train,1
7439.json,train,0
13085.json,train,1
395.json,train,1
12265.json,train,1
11853.json,train,1
3752.json,valid,0
6064.json,train,0
10669.json,train,0
3680.json,train,0
10751.json,train,1
1639.json,train,1
7897.json,train,1
1329.json,test,1
6777.json,train,1
12763.json,valid,1
9610.json,test,1
105.json,valid,1
12442.json,train,1
2387.json,train,1
3839.json,valid,1
13100.json,train,0
7994.json,test,1
11293.json,train,0
10356.json,train,1
6337.json,valid,0
9813.json,train,0
9797.json,train,1
346.json,train,0
3623.json,train,1
10694.json,train,1
5590.json,train,1
1899.json,train,0
1480.json,test,1
5159.json,train,1
12772.json,train,0
6300.json,train,0
6622.json,train,0
8146.json,test,0
7975.json,train,0
11190.json,train,0
11078.json,train,1
2403.json,train,0
9109.json,test,1
12268.json,train,0
5334.json,train,0
11185.json,test,1
12657.json,train,0
11086.json,train,0
6432.json,train,0
6726.json,train,1
10795.json,train,1
2937.json,train,0
6016.json,train,0
5121.json,train,0
11545.json,test,0
3002.json,train,0
4834.json,valid,0
3182.json,train,0
12061.json,train,0
8346.json,train,1
5167.json,train,0
11498.json,train,1
3644.json,train,0
1568.json,train,1
1007.json,train,0
2573.json,train,0
10417.json,train,0
344.json,train,1
6189.json,train,1
3382.json,train,0
9394.json,train,1
1509.json,train,0
8333.json,train,0
12473.json,train,1
3984.json,valid,0
13296.json,train,0
11865.json,test,1
9518.json,train,0
8191.json,valid,0
5795.json,valid,1
12006.json,test,1
5238.json,valid,0
8791.json,train,0
2008.json,valid,0
5670.json,valid,0
12044.json,train,0
7216.json,train,0
12801.json,train,0
5962.json,test,0
11354.json,train,1
6439.json,train,0
10867.json,train,0
4759.json,valid,0
1471.json,train,0
11755.json,train,1
5332.json,train,1
10348.json,train,0
10497.json,train,0
7141.json,train,0
3009.json,train,0
5902.json,train,0
1308.json,train,1
8172.json,train,0
3085.json,train,1
3275.json,train,1
2434.json,train,1
5369.json,train,1
8957.json,train,0
5805.json,train,1
13485.json,train,0
5055.json,train,0
237.json,train,1
8615.json,train,0
10051.json,train,1
1864.json,valid,0
9987.json,train,1
4910.json,train,0
13171.json,train,1
4817.json,train,1
10629.json,train,1
347.json,train,0
8266.json,valid,1
12282.json,train,0
9881.json,train,1
1933.json,train,0
3901.json,train,0
3017.json,train,0
4588.json,test,0
2727.json,train,1
10875.json,train,0
10456.json,train,0
6987.json,train,1
7012.json,train,1
3179.json,train,0
8164.json,train,0
8647.json,train,1
10129.json,train,0
12661.json,test,0
1693.json,train,1
8845.json,train,0
12149.json,train,1
3520.json,train,0
1163.json,train,1
1681.json,test,1
2473.json,train,1
634.json,train,0
8582.json,train,0
12401.json,valid,1
12052.json,test,0
120.json,train,0
8453.json,train,1
3344.json,train,1
4333.json,train,0
8124.json,train,1
10706.json,train,0
8538.json,train,1
1648.json,test,0
12074.json,train,1
8853.json,test,1
9156.json,valid,0
8519.json,test,1
5389.json,train,1
9615.json,train,0
7431.json,train,0
5396.json,train,1
1923.json,train,1
7342.json,train,0
1520.json,train,1
12638.json,train,0
10946.json,train,1
7198.json,train,1
11519.json,test,0
3426.json,train,0
6212.json,train,1
11677.json,train,0
8414.json,test,1
606.json,train,1
9794.json,train,0
1695.json,train,0
7161.json,train,1
495.json,train,0
10608.json,train,1
2179.json,train,1
11089.json,train,1
4251.json,train,0
612.json,train,1
4677.json,train,1
6313.json,test,1
3099.json,train,0
10912.json,train,0
7211.json,test,1
9479.json,train,1
11754.json,train,1
4731.json,train,1
3898.json,train,0
9420.json,train,0
11029.json,train,0
3071.json,train,0
7533.json,train,1
9389.json,train,1
3633.json,train,0
8411.json,train,0
4010.json,train,1
193.json,valid,1
2543.json,train,1
8084.json,valid,1
10140.json,test,1
5303.json,train,0
2619.json,train,1
5247.json,train,1
3377.json,train,1
3642.json,train,0
10452.json,train,1
4818.json,train,0
539.json,train,0
4257.json,train,1
6611.json,train,1
8712.json,valid,0
1226.json,train,0
12634.json,train,0
12799.json,train,0
2788.json,train,1
134.json,train,0
10333.json,train,0
1761.json,train,0
2815.json,train,0
12170.json,train,1
8420.json,valid,1
6143.json,train,1
8340.json,test,1
7777.json,train,1
1309.json,valid,1
10080.json,train,1
12221.json,test,0
5373.json,valid,0
1809.json,train,0
9261.json,train,0
10188.json,train,1
6928.json,train,1
2787.json,train,1
6051.json,train,1
6028.json,train,1
12353.json,train,1
3260.json,train,1
6823.json,train,1
5948.json,train,0
5079.json,train,0
7593.json,train,1
2605.json,train,0
591.json,train,1
13109.json,train,0
6074.json,valid,0
3412.json,train,0
9775.json,train,1
8860.json,valid,1
6838.json,valid,0
5037.json,train,0
9869.json,train,0
6488.json,train,0
336.json,train,0
513.json,train,0
5428.json,train,0
9762.json,test,0
8418.json,train,1
1777.json,test,0
8489.json,train,1
329.json,train,0
13433.json,train,1
1701.json,valid,0
8253.json,train,0
13053.json,train,1
7112.json,train,0
8136.json,train,1
8667.json,test,0
3474.json,train,0
2579.json,train,0
248.json,train,1
3933.json,test,1
13101.json,train,0
11622.json,train,1
10863.json,train,1
2330.json,valid,1
9523.json,train,1
13442.json,train,1
8463.json,test,1
12994.json,test,0
12688.json,train,0
6548.json,train,1
11311.json,train,0
3436.json,test,1
10154.json,train,0
9520.json,valid,0
12884.json,train,0
8776.json,train,0
1593.json,train,0
1931.json,train,0
2147.json,train,1
11361.json,train,0
9875.json,train,0
7661.json,train,1
10446.json,train,0
4689.json,test,1
8509.json,train,0
11709.json,train,0
11066.json,train,0
12217.json,train,0
8903.json,train,1
4179.json,train,1
4883.json,test,0
1260.json,train,1
1869.json,train,1
596.json,train,0
9158.json,train,0
7500.json,train,1
7340.json,test,0
3202.json,valid,1
5929.json,train,0
11189.json,train,0
2009.json,train,1
10997.json,train,0
11218.json,test,0
4187.json,valid,0
11629.json,train,0
6104.json,train,1
11280.json,train,1
4459.json,train,0
4552.json,train,0
8349.json,train,0
9865.json,train,0
6008.json,train,0
8456.json,train,0
8009.json,train,1
1721.json,train,1
8866.json,train,0
8550.json,train,0
582.json,test,0
7568.json,train,1
12946.json,train,0
130.json,train,1
1726.json,valid,1
9822.json,train,0
11914.json,train,1
12782.json,train,0
1130.json,train,0
6745.json,test,0
9666.json,train,1
11199.json,train,0
6350.json,train,1
5465.json,train,1
7885.json,train,0
7349.json,train,1
3246.json,train,0
2332.json,train,1
497.json,train,0
7446.json,train,0
6691.json,train,1
7983.json,valid,0
6732.json,train,1
12443.json,train,0
9463.json,train,0
11044.json,train,1
2546.json,train,1
8158.json,train,0
1935.json,train,0
11594.json,train,1
1304.json,train,1
2627.json,train,1
9006.json,train,0
12852.json,train,1
13007.json,test,0
9907.json,train,0
11906.json,train,0
4475.json,train,0
12646.json,valid,0
12483.json,train,1
7621.json,train,0
1258.json,train,1
9049.json,train,0
13305.json,test,0
8728.json,train,0
12015.json,valid,0
13092.json,train,0
9816.json,train,0
12938.json,train,0
8226.json,valid,0
9083.json,train,1
11022.json,train,0
10297.json,train,0
2752.json,train,1
1408.json,train,0
12076.json,train,1
9082.json,train,1
11219.json,train,1
10081.json,train,1
403.json,train,1
3499.json,train,1
935.json,valid,1
1222.json,train,1
8819.json,train,0
6079.json,train,1
45.json,train,1
2031.json,train,1
4565.json,train,0
10028.json,train,0
9513.json,train,0
5835.json,valid,0
5720.json,train,0
3363.json,train,0
8591.json,train,1
2454.json,train,1
2610.json,train,0
8624.json,train,1
5371.json,test,1
3285.json,valid,1
6530.json,train,0
6814.json,train,0
9299.json,train,0
9325.json,train,1
3189.json,train,1
2359.json,valid,1
9029.json,train,1
11184.json,test,1
6043.json,train,0
3211.json,train,0
629.json,train,1
4633.json,train,1
10881.json,test,0
8569.json,train,1
12352.json,train,1
7479.json,train,0
8490.json,train,1
1590.json,train,0
11934.json,train,0
7834.json,test,0
6962.json,train,1
11058.json,train,1
6458.json,train,1
9733.json,train,1
2184.json,train,0
4069.json,train,0
7301.json,train,0
5223.json,train,0
12009.json,test,1
4613.json,valid,0
1411.json,train,0
7555.json,train,1
5616.json,train,0
9790.json,train,0
7063.json,train,1
4871.json,valid,0
3835.json,train,1
6858.json,test,0
5766.json,train,0
6976.json,test,0
4940.json,valid,1
1424.json,train,0
12008.json,train,1
5669.json,train,0
11872.json,train,0
462.json,train,0
6730.json,train,0
11806.json,train,0
3770.json,train,0
6904.json,train,1
716.json,train,0
1298.json,train,0
4061.json,train,0
5232.json,train,0
7186.json,train,1
7549.json,train,1
7989.json,train,1
7806.json,test,1
1727.json,train,0
625.json,train,1
10720.json,train,1
11008.json,train,1
7518.json,train,1
961.json,train,0
7326.json,train,0
9534.json,valid,0
8388.json,train,0
5771.json,train,0
7093.json,train,0
9461.json,train,0
9177.json,train,1
12097.json,train,1
1578.json,train,1
10004.json,valid,0
13322.json,valid,0
8056.json,train,0
13222.json,train,1
10074.json,train,0
6221.json,train,1
5398.json,train,0
1407.json,train,0
10779.json,train,1
12563.json,train,0
9094.json,train,1
11657.json,train,0
12197.json,valid,1
2548.json,train,1
11235.json,valid,1
8149.json,train,1
9487.json,train,0
10843.json,train,0
1155.json,train,1
12959.json,train,1
2042.json,train,1
12107.json,train,0
3748.json,train,1
3527.json,train,0
12514.json,train,1
10204.json,train,1
2943.json,train,0
7208.json,train,0
7654.json,train,1
1042.json,train,1
803.json,train,1
7567.json,train,1
13408.json,train,0
6715.json,train,1
11802.json,test,0
4182.json,train,1
11317.json,train,1
5817.json,train,1
1570.json,train,1
9932.json,train,1
2902.json,train,0
7747.json,train,1
10184.json,train,1
3054.json,train,0
2701.json,train,0
6765.json,test,0
7609.json,train,1
11401.json,train,0
4610.json,train,1
8759.json,train,1
8318.json,train,0
11387.json,train,0
11137.json,train,0
12856.json,train,1
656.json,test,0
9533.json,train,0
10687.json,train,0
10125.json,train,1
10155.json,valid,1
8309.json,train,0
12734.json,test,1
4002.json,train,1
9344.json,train,1
11463.json,train,0
2777.json,test,0
245.json,train,0
2127.json,train,0
7010.json,train,0
7362.json,train,0
12641.json,train,1
1330.json,train,1
10147.json,test,1
3294.json,train,1
2240.json,train,1
356.json,train,0
1442.json,train,0
3043.json,valid,1
8522.json,train,0
9236.json,valid,0
1488.json,valid,0
4134.json,test,1
3926.json,train,1
13396.json,train,1
12094.json,train,1
6331.json,train,0
12842.json,train,1
6250.json,train,1
6170.json,train,0
2450.json,train,0
11234.json,train,1
3681.json,train,0
6228.json,train,0
10763.json,train,0
12703.json,test,0
12833.json,test,1
13204.json,train,1
12507.json,train,0
10260.json,train,0
1405.json,test,1
8773.json,train,1
7597.json,train,0
5629.json,train,1
5488.json,train,1
3235.json,test,1
11702.json,train,0
10907.json,train,0
12095.json,train,0
1812.json,train,0
7896.json,train,0
6309.json,train,1
8869.json,test,0
9343.json,test,1
12339.json,train,1
12778.json,train,0
5010.json,valid,0
10603.json,train,0
12733.json,valid,0
13121.json,train,1
5630.json,valid,1
12526.json,test,0
7539.json,train,1
6684.json,test,1
3664.json,test,1
7986.json,train,0
2636.json,train,0
9861.json,train,1
4561.json,train,0
13057.json,train,0
12953.json,train,0
8813.json,train,1
3595.json,train,1
5601.json,train,1
10989.json,train,1
9900.json,test,0
6395.json,train,0
5751.json,valid,0
7565.json,test,0
2270.json,train,1
8884.json,valid,0
11885.json,train,0
11062.json,train,0
9818.json,test,1
13128.json,test,0
3338.json,train,0
4485.json,train,0
9027.json,train,0
7803.json,train,1
2041.json,train,0
3384.json,train,0
3025.json,train,0
6183.json,train,1
10024.json,valid,1
1749.json,train,0
5965.json,train,0
243.json,train,0
13194.json,train,1
8820.json,train,0
1118.json,train,0
8995.json,train,0
9583.json,train,1
12146.json,train,0
8166.json,train,0
3173.json,train,1
4540.json,train,1
1354.json,train,1
13255.json,train,1
7164.json,test,0
13060.json,train,1
4090.json,train,1
1574.json,test,0
13084.json,valid,0
8467.json,valid,1
8186.json,train,0
3942.json,train,0
369.json,train,1
12511.json,test,1
2534.json,train,1
6367.json,train,0
11104.json,train,1
1999.json,test,0
12816.json,train,0
11151.json,train,1
11374.json,train,1
5932.json,train,1
5329.json,train,0
8554.json,train,0
7455.json,train,1
1128.json,valid,0
10930.json,train,1
4229.json,train,1
7594.json,valid,1
695.json,train,0
1553.json,train,0
5941.json,train,1
5607.json,train,0
9469.json,train,0
8804.json,train,0
2039.json,train,0
7882.json,train,0
9823.json,test,1
323.json,train,0
11491.json,train,0
7680.json,test,0
1027.json,train,0
7408.json,train,0
7086.json,train,1
2158.json,train,1
2832.json,train,0
5487.json,train,0
7875.json,train,0
3416.json,train,0
10780.json,train,0
1294.json,train,0
9662.json,train,0
968.json,train,0
4230.json,train,1
12216.json,train,1
9952.json,train,0
7272.json,test,1
4982.json,train,0
5862.json,train,1
9758.json,train,0
1288.json,train,1
638.json,train,1
2368.json,valid,1
12580.json,train,0
8745.json,train,0
12592.json,train,1
9467.json,valid,1
7829.json,train,1
8963.json,test,1
6511.json,valid,0
9352.json,train,0
13189.json,train,0
4386.json,train,0
2392.json,test,1
5614.json,train,1
9697.json,train,1
2836.json,train,0
11096.json,test,1
5254.json,train,1
12692.json,train,0
9566.json,train,1
9742.json,train,0
502.json,test,0
1064.json,train,1
3690.json,train,0
10338.json,train,0
11125.json,train,1
8650.json,train,0
7783.json,train,0
7042.json,train,1
3227.json,train,1
6050.json,train,1
410.json,valid,1
12639.json,train,0
6444.json,valid,1
8701.json,test,1
11857.json,valid,1
10264.json,valid,0
6068.json,train,0
13299.json,train,1
10470.json,train,0
7844.json,train,1
5928.json,train,0
6950.json,test,0
2095.json,valid,1
5436.json,train,1
12775.json,train,0
2088.json,train,0
7117.json,train,1
2278.json,train,1
1463.json,train,1
2219.json,train,1
8905.json,valid,1
9341.json,train,0
12152.json,train,1
5548.json,train,0
6211.json,train,0
6693.json,train,1
12682.json,train,0
3286.json,train,1
11869.json,valid,1
8662.json,train,1
11103.json,train,1
6191.json,train,0
12173.json,train,0
9887.json,train,0
3366.json,test,0
12141.json,test,1
6264.json,test,1
1422.json,valid,1
6828.json,train,0
8457.json,train,0
8481.json,train,1
