id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
9389.json,pants-fire,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,"history,military,veterans",chain-email,,,none,11,43,8,5,105,messages on the Internet,train,pants-fire
12300.json,true,Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,"abortion,congress",david-jolly,,Florida,republican,4,0,1,1,0,an Orlando debate,train,true
10072.json,mostly-true,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.","income,message-machine-2014,poverty",alison-lundergan-grimes,Secretary of State,Kentucky,democrat,2,2,3,1,0,a debate,train,mostly-true
4565.json,mostly-true,"U.S. unemployment among people ages 16 to 24 is 18.4 percent, which is a 60-year high.","jobs,occupy-wall-street,workers",matthew-rothschild,,,none,0,0,0,1,0,an interview,train,mostly-true
3839.json,pants-fire,Says that PolitiFact Ohio confirms that Betty Sutton maxed out federal debt,"deficit,federal-budget",national-republican-congressional-committee,,,republican,18,9,8,5,8,an e-mail news release,valid,pants-fire
5736.json,true,"[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.","taxes,transportation",metro-atlanta-voter-education-network,,,none,0,0,1,0,0,,valid,true
1781.json,true,"Texas has, now, the highest share of minimum-wage workers in the nation.",workers,linda-chavez-thompson,Labor organizer,Texas,democrat,0,0,0,0,0,a speech to the Central Texas Democratic Forum,test,true
8329.json,barely-true,"With Obamacare, were fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.","federal-budget,health-care",saxby-chambliss,U.S. Senator,Georgia,republican,1,1,3,4,1,"a discussion on CNN's ""Crossfire""",train,barely-true
4804.json,true,A Republican-led softening of firearms training rules means that untrained individuals would be allowed to carry guns with a state permit.,"guns,market-regulation",donna-seidel,"State Assembly, District 85",Wisconsin,democrat,0,1,0,0,0,a press release,train,true
2819.json,true,We havent had control of the House for the last two years and its been malfunctioning. We had 109 sessions scheduled and held 49.,government-efficiency,bill-batchelder,State representative,Ohio,republican,0,1,1,1,3,an interview,train,true
1066.json,pants-fire,ACORN will be a paid partner with the Census Bureau and they will be in charge of going door-to-door and collecting data from the American public.,census,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,an interview with the Washington Times.,test,pants-fire
1037.json,barely-true,"In the 100 days since its passage, the economic stimulus has ""saved or created nearly 150,000 jobs.""","economy,stimulus,workers",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech,train,barely-true
8878.json,true,Pinellas County voters elected me as their chief financial officer (and) elected me as (their) governor four years ago.,elections,alex-sink,,Florida,democrat,1,2,2,4,0,a debate,valid,true
2360.json,half-true,"I can put 10,000 people to work. Electricians, plumbers, sheet metal workers -- by retrofitting all of the state buildings for energy independence or efficiency.",energy,roy-barnes,Attorney,Georgia,democrat,0,0,3,3,1,a campaign ad,train,half-true
8453.json,barely-true,"Congress, criminals, Scientologists and other groups are exempt from Obamacare.","health-care,religion",facebook-posts,Social media posting,,none,14,18,15,11,36,Facebook posts,train,barely-true
1070.json,pants-fire,The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.,"candidates-biography,obama-birth-certificate",chain-email,,,none,11,43,8,5,105,an e-mail received by many people.,train,pants-fire
992.json,mostly-true,Venezuela is a country whose defense budget is probably 1/600th of the United States.,military,barack-obama,President,Illinois,democrat,70,71,160,163,9,a news conference.,test,mostly-true
7829.json,barely-true,Says we allow more people into America legally than all other countries on the planet combined.,immigration,greg-walden,U.S. representative,Oregon,republican,3,0,1,0,0,a radio interview,train,barely-true
7462.json,true,Virginia is the only state that has a tradition of attorneys general resigning if they run for governor.,states,ken-cuccinelli,Attorney General,Virginia,republican,1,10,3,2,1,a radio interview.,valid,true
13297.json,pants-fire,"When Rachel Zenzinger was on the Arvada City Council, she voted to spend taxpayer funds for a junket to China.","china,city-government",colorado-citizens-accountable-government,,,none,0,0,0,0,2,a mailer,train,pants-fire
13149.json,barely-true,"Says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.","crime,criminal-justice,supreme-court",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"the presidential debate in Hempstead, N.Y.",train,barely-true
2629.json,pants-fire,"Under the new health care law, the first person (a) patient has to go to is a bureaucrat. That is called a panel.","health-care,message-machine",john-raese,CEO of Greer Industries,West Virginia,republican,0,0,0,0,1,a debate,train,pants-fire
5676.json,true,This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].,"education,immigration,states",doreen-costa,State Representative,Rhode Island,republican,0,1,0,0,0,a radio talk show.,train,true
12468.json,pants-fire,"The Dog Meat Festival in Yulin, China, threatens global public health.","animals,public-health",alcee-hastings,U.S. Representative,Florida,democrat,1,0,1,0,2,a House resolution,train,pants-fire
10782.json,barely-true,The man who killed a motorist who fatally struck a 2-year-old was back on the street because he had received a 13-year sentence for bank robbery but only served two years.,"crime,criminal-justice,guns",david-clarke-jr,Milwaukee County Sheriff,Wisconsin,democrat,3,5,2,1,0,an interview,train,barely-true
3357.json,true,"We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.","education,environment",frederica-wilson,"U.S. Representative, Florida District 17",Florida,democrat,1,0,1,1,0,a Washington Post profile,train,true
6801.json,barely-true,Bob Menendez actually voted in favor of higher taxes more than 70 times!,taxes,joseph-kyrillos,State Senator,New Jersey,republican,3,3,2,2,1,an online news release,valid,barely-true
5530.json,barely-true,"The Democrat majority in the Senate has failed to submit [a] budget in the past 1,000 days.",federal-budget,johnny-isakson,U.S. Senator,Georgia,republican,2,3,3,2,0,a press release,test,barely-true
5337.json,barely-true,"Statistics bear out that any time a country, a state, makes more restrictive abortion laws ... fatalities go up and abortions actually increase.","abortion,government-regulation,women",nickie-antonio,State representative,Ohio,democrat,1,0,0,0,0,a news conference,train,barely-true
1372.json,pants-fire,"President Obama ""doesn't ... want to admit we're at war.""",terrorism,dick-cheney,,,republican,5,4,2,2,1,a statement to Politico.,train,pants-fire
10012.json,half-true,"When I took office, the deficit was nearly 10 percent of our economy. Today, its approaching 3 percent.","deficit,economy,federal-budget",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at Northwestern University,train,half-true
2024.json,half-true,On tax breaks for businesses,taxes,roy-barnes,Attorney,Georgia,democrat,0,0,3,3,1,a speech,train,half-true
9097.json,barely-true,Americans increasingly want (the Affordable Care Act) to be repealed.,"health-care,polls",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a video to supporters,train,barely-true
8627.json,half-true,"Its a good sign for Obamacare that in California, the proportion of kids who are signing up is the proportion of kids in the population.",health-care,ezekiel-emanuel,Vice Provost for Global Initiatives and chair of the Department of Medical Ethics and Health Policy ,,democrat,1,0,2,0,0,"an interview on NBC's ""Meet the Press""",train,half-true
5435.json,false,"Amniocentesis, does, in fact, result more often than not in this country in abortion.","abortion,health-care,public-health",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on CBS's ""Face the Nation""",train,false
4176.json,false,"If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.",immigration,sam-olens,,Georgia,republican,0,1,1,1,0,a radio news story,train,false
9324.json,half-true,Says hes the only licensed firearms dealer in America running for Congress.,guns,john-stone,candidate for 12th congressional district,Georgia,republican,0,0,1,0,0,campaign website and YouTube video,train,half-true
11073.json,barely-true,"Despite keeping distance from national media interviewers, I did local press all along, the last three months.","job-accomplishments,states",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview with CNN,train,barely-true
10219.json,mostly-true,Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.,"state-budget,taxes",peter-barca,State Representative,Wisconsin,democrat,0,2,2,3,1,an interview,train,mostly-true
8507.json,false,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.","foreign-policy,health-care",branko-radulovacki,psychiatrist,Georgia,democrat,0,1,0,0,0,an email,train,false
13496.json,false,CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,fake-news,blog-posting,,,none,7,19,3,5,44,posts on the Internet,valid,false
3891.json,mostly-true,Assaults on Wisconsin law enforcement officers are up 224 percent statewide since 2005,"crime,state-budget",wisconsin-professional-police-association,,Wisconsin,none,1,0,0,1,0,a press release,train,mostly-true
4239.json,pants-fire,"Says Sen. Robert Cowles, her recall opponent, supported the sale of state-owned power plants not to the highest bidder, but to the biggest donors with no oversight.","energy,state-budget,state-finances",nancy-nusbaum,Retired teacher ,Wisconsin,democrat,0,0,0,0,1,a television ad,valid,pants-fire
5452.json,half-true,The U.S. has a record number of oil rigs operating right now more working oil and gas rigs than the rest of the world combined.,energy,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech in Miami,train,half-true
366.json,half-true,The DNC says McCain flip-flopped on whether the Iraq War would be easy.,iraq,democratic-national-committee,,,none,8,2,10,8,0,a Web video.,train,half-true
9024.json,true,Says five Democratic state senators were for her bicycle tailgating bill before they were against it.,recreation,barbara-comstock,State delegate,Virginia,republican,1,1,0,0,0,a Facebook post.,train,true
9821.json,half-true,Greg Abbott was charged with overseeing the state cancer research fund. But he let his wealthiest donors take tens of millions of taxpayer dollars without proper oversight. They showered Abbott with gifts and free vacations.,"ethics,health-care,public-health,state-budget,state-finances",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,a TV ad,train,half-true
1895.json,barely-true,"Of hospitals in Rick Scotts Columbia/HCA health care company, ""A top executive said they even turned away a poor man and left him to die outside their door.""","health-care,message-machine",florida-first-initiative,,Florida,none,1,1,0,0,0,a TV ad,train,barely-true
11562.json,pants-fire,"The Trans-Pacific Partnership was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.","china,trade",donald-trump,President-Elect,New York,republican,63,114,51,37,61,the fourth GOP primary debate.,test,pants-fire
12348.json,true,Says $15-an-hourproposal in Cleveland is the most aggressive minimum wage increase in the country.,"labor,workers",joe-roman,"President and CEO, Greater Cleveland Partnership",Ohio,business-leader,0,0,0,0,0,a Plain Dealer article,train,true
10363.json,false,"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.","county-government,history,recreation",dennis-moss,Miami-Dade County Commissioner,Florida,democrat,0,1,0,0,0,"in an interview with the ""Miami Herald""",train,false
7095.json,half-true,There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.,"county-budget,transportation",john-charles,President and CEO of Cascade Policy Institute,Oregon,libertarian,0,0,1,1,0,an online post,train,half-true
4839.json,mostly-true,Says were losing one voter every 13 minutes.,elections,our-oregon,political group,Oregon,democrat,0,1,0,3,0,a statement on their website,train,mostly-true
10192.json,false,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.","hunger,population",delia-garza,Attorney,Texas,none,0,1,0,0,0,as quoted in a news story,train,false
298.json,false,"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",religion,chain-email,,,none,11,43,8,5,105,,train,false
10460.json,half-true,It used to be that the only children at school who werent vaccinated were those who had true medical conditions. Now there are 19 states that allow personal belief exemptions.,"health-care,public-health",richard-besser,ABC News' Chief Health and Medical Editor. ,,none,0,0,1,0,0,"comments on ABC's ""This Week""",train,half-true
13513.json,barely-true,We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.,"gays-and-lesbians,religion,sexuality",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a radio interview.,train,barely-true
11939.json,barely-true,"So far in 2015, there have been more mass shootings than days.",guns,gavin-newsom,California Lt. Governor,California,democrat,1,0,1,1,0,a campaign email,train,barely-true
8090.json,half-true,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.","children,crime,education",dream-defenders,,Florida,none,0,0,1,0,0,"a meeting with Wansley Walters, Florida Department of Juvenile Justice Secretary",train,half-true
5066.json,pants-fire,Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.,"corrections-and-updates,health-care,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3,4,4,3,1,tweets,train,pants-fire
4486.json,mostly-true,Says the Panhandle has had its highest-ever bed tax collections in 2011.,"economy,oil-spill,tourism",rick-scott,Governor,Florida,republican,28,23,38,34,7,"an interview on MSNBC's ""Morning Joe""",train,mostly-true
93.json,true,Social Security ... is solid through about 2040 without any changes whatsoever.,federal-budget,dennis-kucinich,U.S. representative,Ohio,democrat,1,3,4,6,0,"Hanover, N.H.",train,true
9421.json,pants-fire,Ken Block supports Obamacare.,"economy,health-care,message-machine-2014",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2,2,0,2,1,a TV commercial,train,pants-fire
11676.json,barely-true,David Simpson actually voted for drivers licenses for illegal immigrants.,"immigration,transportation,voting-record",bryan-hughes,Attorney,Texas,republican,1,0,0,0,0,a campaign press release,train,barely-true
4754.json,half-true,"In Georgia, hard-earned lottery dollars are doled out to the scion[s] of wealthy families.",education,rainbowpush-coalition,,,democrat,0,0,1,0,0,a press release,train,half-true
1591.json,pants-fire,"People ""can't go fishing anymore because of Obama.""","environment,pundits,recreation,science",rush-limbaugh,Radio host,,none,9,11,5,2,10,his talk show,train,pants-fire
7745.json,false,Says Gov. Rick Scott allowed Republican legislators to cut his teacher pay raise proposal by 60 percent.,"education,state-budget",allison-tant,Florida Democratic Party chairwoman,Florida,democrat,1,1,0,0,0,a Florida Voices column,train,false
4384.json,pants-fire,"Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.",candidates-biography,blog-posting,,,none,7,19,3,5,44,web pages,train,pants-fire
9838.json,mostly-true,"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.","corporations,taxes",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a meme on social media,train,mostly-true
6890.json,barely-true,"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.","message-machine-2012,taxes",future-pac-oregon-house-democrats,campaign committee,Oregon,democrat,3,0,0,0,1,a campaign ad,valid,barely-true
1656.json,half-true,"More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. Thats significantly higher than alcohol.","crime,marijuana,transportation",gil-kerlikowske,Director of the Office of National Drug Control Policy,Washington state,democrat,0,0,1,0,0,an interview on C-SPAN's Washington Journal,train,half-true
7556.json,true,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?","children,education",larry-valencia,freelance ,Rhode Island,democrat,0,0,0,0,0,radio interview,train,true
3562.json,false,The newly proposed House Republican budget abolishes Medicare within 10 years.,"federal-budget,medicare",moveon,,,democrat,2,4,3,0,0,an email blast to supporters,train,false
8436.json,barely-true,"According to a federal report, Obamacare will increase the long-term federal deficit by $6.2 trillion.","deficit,federal-budget,health-care",paul-broun,Congressman,Georgia,republican,4,8,3,2,1,a newspaper op-ed,train,barely-true
4209.json,mostly-true,"Says Texas has the fourth-lowest debt per capita of any state in the nation, and we are the lowest of any of the big states.","state-budget,state-finances",rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview.,valid,mostly-true
2609.json,half-true,Roy Barnes proclaimed Mexican workers good for Georgia.,"economy,immigration",nathan-deal,,,republican,9,5,11,11,0,a television ad,train,half-true
6035.json,half-true,"Massachusetts under Gov. Mitt Romney initially ranked last among states in job growth, but by the end of his governorship, we were in the middle of the pack.","economy,history,jobs,states",eric-fehrnstrom,Senior adviser to Mitt Romney's presidential campaign,Massachusetts,republican,0,0,1,0,0,"an interview on ABC's ""This Week with George Stephanopoulos""",test,half-true
12661.json,mostly-true,"The war on drugs led to a 500 percent increase in incarceration in our country, disproportionately affecting poor and disproportionately affecting minorities.",crime,cory-booker,U.S. senator,New Jersey,democrat,0,4,2,8,0,"an interview on ""Meet the Press""",test,mostly-true
8259.json,true,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,"foreign-policy,legal-issues,military",joe-lieberman,Senator,Connecticut,independent,1,1,0,2,0,"a discussion on CNN's ""Crossfire""",train,true
5485.json,false,"Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion.","retirement,state-budget",gary-chiusano,State Assemblyman,New Jersey,republican,0,1,0,0,0,an interview on My9 News' “New Jersey Now”,train,false
5363.json,false,Obamacare ... will kill jobs across America.,"health-care,jobs,message-machine-2012",us-chamber-commerce,,,none,6,3,3,1,1,a television ad,test,false
13285.json,half-true,Says Republican U.S. Rep. Bob Dold continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.,guns,brad-schneider,,Illinois,democrat,0,0,1,0,0,a campaign tweet,train,half-true
5849.json,mostly-true,The United States already has the highest corporate tax rate in the world.,"corporations,taxes",scott-desjarlais,4th Congressional District's congressman,Tennessee,republican,1,0,0,1,0,a blog post on his website.,train,mostly-true
11596.json,pants-fire,"While Americans pray for Paris, the government has acted on mandatory national vaccinations.","congress,public-health,terrorism",viral-image,,,none,5,5,0,3,15,a viral meme on social media,train,pants-fire
13210.json,barely-true,"Maggie Hassan raised tuition, making it the highest in America.",education,national-republican-senatorial-committee,,,republican,11,5,7,2,5,an ad,train,barely-true
2161.json,half-true,Says the director of NASA says its main mission is Muslim outreach.,space,michael-sullivan,"president and ceo, Empower Texans",Texas,republican,1,0,3,1,0,a Twitter post,valid,half-true
12328.json,half-true,Says he started the Pacur plastics manufacturing company he owns.,"candidates-biography,jobs",ron-johnson,,Wisconsin,republican,14,6,10,10,1,,train,half-true
1794.json,pants-fire,Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.,"campaign-finance,energy,oil-spill,pundits",ed-schultz,MSNBC television host,,none,3,1,4,1,2,a broadcast of the Ed Show,train,pants-fire
7133.json,mostly-true,Says the number of Americans living at or below the poverty line is at its highest level since 1964.,poverty,barbara-buono,State Senator,New Jersey,democrat,3,1,4,4,1,a speech on the Senate floor,train,mostly-true
1105.json,pants-fire,The Senate voted this week to allow illegal aliens access to Social Security benefits.,immigration,chain-email,,,none,11,43,8,5,105,a chain email,train,pants-fire
3905.json,barely-true,Roughly 700 Georgians die needlessly each year because they are too far from a trauma center.,polls,kevin-bloye,,,none,1,0,0,0,0,AJC story,valid,barely-true
1439.json,half-true,"Under (Rick Perrys) watch as governor, over six million Texans have no health care coverage, including one million children, homeowners suffer from the highest insurance rates in the country, and college tuition has skyrocketed 136 percent.","children,economy,education,health-care",democratic-national-committee,,,none,8,2,10,8,0,a press release,test,half-true
1745.json,true,"Says Texas General Land Office has earned the school children of Texas $451,932.89 on wind leases that haven't produced a watt of energy.""","children,education,energy,state-budget",jerry-patterson,state land commissioner,Texas,republican,1,1,1,3,0,a newspaper column,train,true
13202.json,mostly-true,In other states (where illegal immigrants have been allowed to get drivers licenses) their insurance premiums for everybody have gone down.,"economy,immigration,public-safety,market-regulation",gina-raimondo,venture capital company founder,Rhode Island,democrat,2,1,2,5,1,a television interview,train,mostly-true
3165.json,true,Says every school will be negatively impacted if Education Stability Fund is not tapped.,"education,state-budget",dave-hunt,State representative,Oregon,democrat,0,0,0,0,0,an e-mail,train,true
6563.json,false,"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts","economy,federal-budget,income,job-accomplishments,state-finances",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a speech,train,false
11670.json,barely-true,"Under conservative leadership, Congress has reduced the federal deficit by 60 percent nearly $800 billion.","congress,deficit,economy,federal-budget",american-action-network,,,republican,1,0,0,0,1,a newspaper ad,test,barely-true
2578.json,half-true,"Just like the U.S. Chamber of Commerce, the AFL-CIO receives dues from foreign entities associated with it.","campaign-finance,corporations,abc-news-week,transparency",george-will,Columnist,Maryland,columnist,7,6,3,5,1,"ABC's ""This Week""",train,half-true
3955.json,mostly-true,Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.,"economy,jobs",john-kitzhaber,Governor of Oregon,Oregon,democrat,1,1,4,4,0,a press release,train,mostly-true
13494.json,pants-fire,There was serious voter fraud in California.,elections,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,valid,pants-fire
7839.json,true,"Says, Oregon has the third largest class size in the nation.","children,education",oregon-pta,,,organization,0,0,0,0,0,a newsletter,valid,true
6441.json,half-true,"(The Tax Policy Center) found that Romney would raise taxes on the average middle class family by $2,000 to pay for $5 trillion in tax cuts for millionaires and billionaires.",taxes,new-jersey-democratic-state-committee,,New Jersey,democrat,2,2,1,0,0,a news release,train,half-true
2980.json,mostly-true,"Once people become citizens under the DREAM Act and turn 21, they can sponsor their illegal immigrant parents for legalization.",immigration,lamar-smith,Congressman,Texas,republican,2,5,1,3,0,an op-ed,train,mostly-true
3669.json,half-true,A vast majority of the production in the United States comes from small independent oil and gas companies.,"corporations,energy",dan-boren,U.S. Representative,Oklahoma,democrat,0,0,1,0,0,an interview on Fox News,train,half-true
2886.json,pants-fire,New food safety legislation will regulate backyard gardening.,"agriculture,food-safety,market-regulation",blog-posting,,,none,7,19,3,5,44,postings to the Internet,train,pants-fire
10123.json,false,None of $400 million the City of Austin proposes to spend on road projects will be used to add new lanes to congested roadways.,"corrections-and-updates,transportation",citizens-against-rail-taxes,Political action committee,Tex,none,0,1,0,0,0,a radio ad,train,false
5112.json,mostly-true,"Opinion polls show that the majority of Americans, and the majority of New Jerseyans, favor marriage equality for same sex couples.","gays-and-lesbians,marriage",reed-gusciora,State Assemblyman,New Jersey,democrat,0,0,0,1,0,a news release,train,mostly-true
10436.json,pants-fire,You cannot build a little guy up by tearing a big guy down -- Abraham Lincoln said it.,"candidates-biography,taxes",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,"comments on ""Fox News Sunday""",valid,pants-fire
7315.json,barely-true,Says Chuck Hagel has called for an end to our nuclear program.,"foreign-policy,nuclear",americans-strong-defense,,,republican,1,0,0,0,0,a television ad,valid,barely-true
1524.json,barely-true,"Challenger Tim Tuggey is a lobbyist who donated over $41,000 to Democrats who support abortion and same-sex marriage.","abortion,education,elections,gays-and-lesbians",ken-mercer,Software engineer,Texas,republican,1,0,0,0,0,an advertisement,train,barely-true
7465.json,mostly-true,Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,"federal-budget,polls,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press briefing at the White House,train,mostly-true
12377.json,pants-fire,"The University of Wisconsin-Milwaukee has 2.8 students per faculty member, tied for second-lowest in its history since 1994.","education,government-efficiency,labor,state-budget,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news release,train,pants-fire
4344.json,false,Public-employee unions spent $30 million in Wisconsin unsuccessfully trying to flip the state Senate to Democratic control.,"campaign-finance,elections,state-budget",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,a television interview,train,false
4748.json,pants-fire,"If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.",occupy-wall-street,vincent-fort,State Senator,Georgia,democrat,1,0,2,1,1,a newspaper column,train,pants-fire
2427.json,pants-fire,"Speaker Pelosi ... has been busy sticking the taxpayer with her $100,000 bar tab for alcohol on the military jets that shes flying.","ethics,government-efficiency",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a speech to the Values Voter Summit,valid,pants-fire
2722.json,barely-true,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,"message-machine,social-security",national-republican-congressional-committee,,,republican,18,9,8,5,8,a campaign commerical,train,barely-true
3171.json,pants-fire,"Says getting ex-cons to successfully return to society is important so we are not always faced constantly with recidivism, which is a big problem in the penitentiary today in the 70 to 80 percent range.","crime,criminal-justice,state-budget",bill-batchelder,State representative,Ohio,republican,0,1,1,1,3,an interview on WCPN 90.3 FM,train,pants-fire
2729.json,half-true,"Before we even passed health care, 4 millions kids got health insurance that didnt have it before, through the Childrens Health Insurance Program.","families,health-care",barack-obama,President,Illinois,democrat,70,71,160,163,9,"an interview on ""The Daily Show.""",train,half-true
12537.json,false,"Even among second and third generation Muslims in the United States, theres no real assimilation.","diversity,immigration,religion",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with Fox News' Sean Hannity,test,false
74.json,true,"Health insurance premiums ""have almost doubled ... since 2000.""",health-care,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a speech in Des Moines, Iowa.",train,true
1902.json,half-true,Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.,"energy,environment,federal-budget,government-efficiency,legal-issues,oil-spill",edward-markey,,,democrat,0,0,1,1,0,a statement at a hearing of a House Energy and Commerce subcommittee,train,half-true
7055.json,false,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,"health-care,medicare",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a debate,train,false
12984.json,pants-fire,Inner-city crime is reaching record levels.,"crime,criminal-justice,diversity",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,train,pants-fire
325.json,mostly-true,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,gays-and-lesbians,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,an automated call to voters,train,mostly-true
12238.json,half-true,We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.,"debates,guns,voting-record",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,a Democratic debate in New York,train,half-true
3675.json,pants-fire,"Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America.",elections,jon-husted,Ohio secretary of state,Ohio,republican,0,2,1,2,1,remarks to the Ohio League of Women Voters,train,pants-fire
4051.json,pants-fire,"Says that President Obama said, Nobody made these guys go to war. ... Now they whine about bearing the costs of their choice?","military,veterans",chain-email,,,none,11,43,8,5,105,a chain e-mail,train,pants-fire
7356.json,true,Three in four low-income workers dont have any paid sick days available.,"health-care,income,labor,public-health,workers",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1, a news release,test,true
11618.json,pants-fire,Says crime statistics show blacks kill 81 percent of white homicide victims.,crime,donald-trump,President-Elect,New York,republican,63,114,51,37,61,a tweet,train,pants-fire
9501.json,false,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,elections,chain-email,,,none,11,43,8,5,105,a chain email,train,false
3314.json,pants-fire,We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,"Alcohol,education,guns",jeff-wentworth,State Senator,Texas,republican,0,0,1,0,2,"an interview on MSNBC's ""Hardball with Chris Matthews""",train,pants-fire
5715.json,pants-fire,President Barack Obama has doubled the size of government since he took office.,"corrections-and-updates,federal-budget",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a congressional Web page,train,pants-fire
12175.json,half-true,Weve rebuilt China.,"china,foreign-policy,trade",donald-trump,President-Elect,New York,republican,63,114,51,37,61,an interview with the New York Times,train,half-true
10632.json,true,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,"government-regulation,states,transportation",rich-golick,State representative,Georgia,republican,0,0,0,0,0,an Atlanta Journal-Constitution story,train,true
11878.json,pants-fire,"Obama spent $7 billion to bring electricity to Africa, failed miserably.","energy,foreign-policy",daniel-greenfield,,,republican,0,0,0,0,1,an article on the Frontpage website,train,pants-fire
