id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
10741.json,mostly-true,"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.","jobs,women,workers",mark-herring,State senator,Virginia,democrat,1,0,0,1,0,a Facebook post.,train,mostly-true
5613.json,true,The poorest in this country are women.,"families,poverty,women",marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0,2,4,4,0,an interview on PoliticsNation with Al Sharpton on MSNBC,train,true
904.json,barely-true,Mr. Warren compared same-sex couples to incest.,"gays-and-lesbians,religion",barney-frank,U.S. Representative,Massachusetts,democrat,1,0,2,0,0,TV interview,train,barely-true
1669.json,pants-fire,The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,"health-care,stimulus",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,in a fundraising E-mail.,train,pants-fire
1242.json,half-true,"The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.","energy,environment,foreign-policy",bill-nelson,,Florida,democrat,3,1,8,10,0,during a U.S. Senate debate,train,half-true
1348.json,half-true,A new Republican litmus test would have resulted in (the GOP) kicking out Ronald Reagan.,"history,pundits",keith-olbermann,Political commentator,,none,0,2,3,2,0,MSNBC's Countdown with Keith Olbermann,train,half-true
5941.json,false,Says Josh Mandel opposed federal loans to the auto industry.,"economy,jobs,campaign-advertising",sherrod-brown,U.S. Senator,Ohio,democrat,3,4,5,8,1,an email campaign statement,train,false
8099.json,false,The sequester has already lost 1.6 million jobs.,"deficit,federal-budget,jobs",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,a media availability with reporters,train,false
13036.json,false,Says Hillary Clinton aide Huma Abedin has ties to the Muslim Brotherhood.,"foreign-policy,religion,terrorism",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,an interview,train,false
3766.json,half-true,"The new beverage tax will increase the cost of sodas, juice drinks, sports drinks, iced teas, and flavored water up to 50%.","health-care,public-health,taxes",american-beverage-association,lobbying / trade group,"Washington, D.C.",organization,0,0,1,0,0,a placard,train,half-true
12098.json,mostly-true,"Says DonaldTrump got, you know, $1.8 billion worth of free media. I got, like, none.",elections,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,"an interview on NBC's ""Meet the Press""",test,mostly-true
959.json,true,Last week the Blue Chip Economic Indicators came out that surveys lots of private forecasters. Almost all of them are predicting a turnaround in the third quarter and positive growth in the fourth quarter.,economy,christina-romer,Chair of the president's Council of Economic Advisers,,democrat,0,0,0,0,0,an interview on Meet the Press.,train,true
12231.json,mostly-true,Says Hillary Clinton supported and continues to support fracking.,environment,bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,in an interview on NBC's Meet the Press,train,mostly-true
9148.json,barely-true,"Gov. McAuliffes budget would raid school, other $$ 4 Obamacare in VA.","medicaid,state-budget",republican-party-virginia,,Virginia,republican,2,0,0,0,1,a tweet.,train,barely-true
10690.json,pants-fire,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,candidates-biography,chain-email,,,none,11,43,8,5,105,a chain email,train,pants-fire
11077.json,false,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,"autism,public-health,science",jim-carrey,,,none,0,1,0,0,0,a Twitter post,train,false
7876.json,pants-fire,"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.","health-care,medicare",chain-email,,,none,11,43,8,5,105,a chain email,test,pants-fire
4031.json,pants-fire,"What I have done -- and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense, lets get rid of them.","government-regulation,market-regulation",barack-obama,President,Illinois,democrat,70,71,160,163,9,a press conference,train,pants-fire
7579.json,half-true,On changing the rules governing judicial conflicts of interest,"campaign-finance,legal-issues",ed-fallone,,,none,0,1,0,1,0,debate comments,train,half-true
11416.json,true,Sen. Sanders did vote five times against the Brady bill.,guns,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,the first Democratic debate,train,true
10290.json,mostly-true,More than 70 percent of American adults have committed a crime that could lead to imprisonment.,criminal-justice,stephen-carter,,,democrat,0,0,0,1,0,"an opinion piece in ""Bloomberg Views""",valid,mostly-true
2976.json,half-true,Right-to-work states have higher rates of income growth.,"economy,jobs",robin-vos,Wisconsin Assembly speaker,Wisconsin,republican,0,3,2,5,1,a television interview,train,half-true
9537.json,mostly-true,Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.,"health-care,women",ruth-bader-ginsburg,Associate Justice of the Supreme Court,,none,0,0,0,1,0,"a dissenting opinion in ""Burwell vs. Hobby Lobby""",train,mostly-true
11493.json,mostly-true,"No city in the state, no state in this nation, for that matter the entire world, has adopted (clean energy) targets more ambitious in scale.","climate-change,energy",kevin-de-leon,California Senate leader,California,democrat,0,0,0,3,0,a speech,valid,mostly-true
13484.json,pants-fire,"Harambe received 15,000 votes in the presidential election.","elections,fake-news",blog-posting,,,none,7,19,3,5,44,articles on the Internet and social media posts,test,pants-fire
9342.json,half-true,"In the Georgia-Russia conflict, we flew a brigade of Georgian soldiers from Iran to Georgia and sent U.S. ships into the Black Sea and provided various kinds of supplies.",foreign-policy,dick-cheney,,,republican,5,4,2,2,1,"an interview on ""Fox News Sunday""",valid,half-true
1664.json,barely-true,Teachers will not be able to return to work after raising their children.,"education,families",paula-dockery,State senator,Florida,republican,1,1,0,0,0,an opinion column in the Lakeland Ledger,train,barely-true
5887.json,true,"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",taxes,lou-greenwald,State Assemblyman,New Jersey,democrat,0,1,1,2,2,"an interview with on NJTV's ""On The Record.""",train,true
1770.json,true,"We can prevent terror suspects from boarding an airplane, but the FBI doesn't have the power to block them from buying dynamite or an AK-47.","civil-rights,guns,terrorism",michael-bloomberg,,New York,independent,0,2,2,3,0,an op ed article,train,true
12385.json,mostly-true,"Almost 100,000 people left Puerto Rico last year.","bankruptcy,economy,population",jack-lew,Treasury secretary ,"Washington, D.C. ",democrat,0,1,0,1,0,an interview with Bloomberg News,train,mostly-true
7.json,true,"Corporate profits are up, CEO pay is up, but average wages of Americans are flat.",economy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"Washington, DC",train,true
3587.json,pants-fire,Says Congressman Eric Cantor wants to eliminate Social Security.,social-security,campaign-americas-future,,,democrat,0,0,0,0,1,a TV ad.,train,pants-fire
9728.json,half-true,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.,"crime,criminal-justice,immigration",juan-chuy-hinojosa,Attorney,Texas,democrat,0,0,1,0,0,a press release,train,half-true
2670.json,mostly-true,Says John Loughlin voted to let people accused of domestic violence keep their guns.,"criminal-justice,guns,voting-record",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a campaign radio advertisement,train,mostly-true
793.json,half-true,"On the economic crisis, ""the biggest problem in this whole process was the deregulation of the financial system.""",economy,barack-obama,President,Illinois,democrat,70,71,160,163,9,"Nashville, Tenn.",test,half-true
7866.json,true,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,"economy,income",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a tweet,train,true
3489.json,barely-true,"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",legal-issues,greater-wisconsin-political-fund,,Wisconsin,none,3,3,3,1,1,a TV ad,test,barely-true
10908.json,barely-true,"The entirety of North America -- Canada, the United States and Mexico -- theres more known reserves in those three countries than in Russia and Saudi Arabia.",energy,rick-perry,Governor,Texas,republican,30,30,42,23,18,"a visit to Deerfield, NH",train,barely-true
11860.json,barely-true,"With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a proven success.",trade,ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,a Facebook post,train,barely-true
10033.json,pants-fire,Says U.S. Rep. Steve Southerland voted himself health care for life.,"elections,health-care",democratic-congressional-campaign-committee,,,democrat,11,8,5,1,9,a campaign commercial,train,pants-fire
7759.json,barely-true,U.S. Rep. John Barrow of Georgia has helped support the implementation of Obamacare.,health-care,national-republican-senatorial-committee,,,republican,11,5,7,2,5,a press release,train,barely-true
7162.json,mostly-true,Says that the state spends more money on tax giveaways than it receives in tax collection.,"state-budget,taxes",our-oregon,political group,Oregon,democrat,0,1,0,3,0,a blog post.,valid,mostly-true
8351.json,half-true,"Shutdowns are a normal part of the constitutional process, with 12 shutdowns under Democratic House Speaker Tip ONeill and two during his own speakership.","federal-budget,history,pundits",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"a comment on CNN's ""Crossfire""",train,half-true
11192.json,barely-true,There is debate among constitutional scholars about whether the First Amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs.,"gays-and-lesbians,legal-issues,marriage,religion,supreme-court",david-ralston,,Georgia,republican,1,1,0,1,0,an interview,train,barely-true
12968.json,mostly-true,"Chicago Public Schools lead the country in high school graduation of an urban school system, match the United States of America in kids graduating high school going on to a four-year college, and are producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains.",education,rahm-emanuel,Mayor of Chicago,Illinois,democrat,1,1,1,2,0,a press event,train,mostly-true
5006.json,pants-fire,"Says Freddie Mac, electric co-ops and credit unions are all government sponsored enterprises.","financial-regulation,new-hampshire-2012",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,"a Republican presidential debate in Sioux City, Iowa",train,pants-fire
3077.json,true,On whether the state should privatize the Ohio Turnpike.,"state-budget,transportation",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a news conference,train,true
11870.json,false,Right now were the highest taxed country in the world.,taxes,donald-trump,President-Elect,New York,republican,63,114,51,37,61,an ABC Republican debate in New Hampshire,train,false
2116.json,false,Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,"civil-rights,crime,elections,pundits",bill-oreilly,Fox News Channel host,,none,4,6,3,5,1,an online column,train,false
13308.json,barely-true,Says Hillary Clintons plan is going to raise taxes and even double your taxes.,"economy,income,taxes",donald-trump,President-Elect,New York,republican,63,114,51,37,61,the third 2016 presidential debate,train,barely-true
9438.json,true,"By 2009, dozens of senior terrorists had been taken off the battlefield by drones.","afghanistan,foreign-policy,iraq,legal-issues,military,terrorism",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"her book, ""Hard Choices""",train,true
12009.json,false,On Donald Trumps track record in business,candidates-biography,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"an interview with NBC's ""Meet the Press""",test,false
8970.json,pants-fire,A YouGov.com poll shows 71 percent of Obama voters regret voting for him.,polls,blog-posting,,,none,7,19,3,5,44,conservative blogs,train,pants-fire
1370.json,barely-true,I didn't campaign on a public option.,"elections,health-care",barack-obama,President,Illinois,democrat,70,71,160,163,9,an interview with the Washington Post,train,barely-true
13411.json,barely-true,"In two terms in the Missouri General Assembly, Jason Kander passed ZERO bills that were signed into law.",candidates-biography,one-nation-pac,political action committee,"Washington, D.C.",none,1,0,0,0,0,a political mailer,train,barely-true
1023.json,false,The Democrats propose a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.,health-care,mike-pence,Governor,Indiana,republican,8,10,12,5,0,an e-mail,train,false
9070.json,false,The Greenlight Pinellas transportation plan involves a 300% tax increase.,"taxes,transportation",no-tax-tracks,,,organization,0,2,2,0,0,on their website,train,false
5035.json,half-true,Says Newt Gingrich supports amnesty for illegal immigrants.,"immigration,message-machine-2012",restore-our-future,super PAC,,republican,1,0,3,1,2,a TV ad airing in Iowa and Florida,train,half-true
13521.json,half-true,"Alison Alter has exploited a campaign finance loophole to obtain over $64,000 in public dollars to fund her campaign.","city-budget,city-government,elections,ethics",sheri-gallo,"Owner, Private Properties, Inc.",Texas,none,1,0,1,0,1,a mailer spotted by an Austin voter,train,half-true
5938.json,false,Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,elections,mark-neumann,Developer and homebuilder,Wisconsin,republican,2,4,1,2,1,a website alert,test,false
7159.json,barely-true,Social Security has not contributed to the debt and the deficits.,social-security,jeanne-shaheen,Senator,New Hampshire,democrat,3,0,4,2,0,an interview on MSNBC’s Jansing and Co. ,train,barely-true
132.json,mostly-true,I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.,candidates-biography,fred-thompson,Actor,Tennessee,republican,1,4,3,3,0,"Des Moines, Iowa",train,mostly-true
3040.json,true,"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.","deficit,federal-budget",john-boehner,Speaker of the House of Representatives,Ohio,republican,13,22,11,4,2,a speech in the House of Representatives,train,true
10148.json,half-true,Democrats give Newports to the homeless to get them to the polls.,elections,tucker-carlson,"Editor, Daily Caller",,none,0,0,1,0,1,"a broadcast of Fox News' ""Outnumbered""",train,half-true
3211.json,true,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,"candidates-biography,county-budget,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,1,0,0,1,0,a campaign radio ad,train,true
4514.json,mostly-true,"Says that illegal immigrants get a $100,000 break on University of Texas tuition over four years.","education,state-budget,state-finances",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a Republican presidential debate in Orlando.,train,mostly-true
3554.json,false,Austins Pease Elementary is a school that was created as part of the Texas Constitution.,education,meria-carstarphen,"Superintendent, Austin Independent School District",Texas,none,0,1,0,0,0,a radio interview.,train,false
7387.json,barely-true,Agriculture has always required a significant workforce from abroad.,"agriculture,history,immigration,workers",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a blog post on RedState.com,test,barely-true
12999.json,pants-fire,"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.","candidates-biography,economy,job-accomplishments",national-republican-senatorial-committee,,,republican,11,5,7,2,5,"Flush, a campaign ad ",train,pants-fire
13414.json,half-true,Thousands of Americans have been killed by illegal immigrants.,immigration,donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a campaign rally in Springfield, Ohio",train,half-true
2607.json,false,The new health care law crushes small businesses with billions in penalties.,"health-care,message-machine,small-business",us-chamber-commerce,,,none,6,3,3,1,1,a campaign ad,train,false
10896.json,half-true,There is not a single documented case of abuse of the bulk metadata collectionprogram.,"homeland-security,terrorism",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a USA Today op-ed,valid,half-true
10898.json,barely-true,The Texas Senate approved a bill to put a special label on the insurance cards of anyone who bought a plan through Obamacare that includes the letter S for subsidy.,health-care,al-sharpton,,New York,democrat,2,1,1,1,0,"a broadcast of MSNBC's ""PoliticsNation""",test,barely-true
3379.json,pants-fire,Damage by protesters to the Wisconsin state Capitol will cost $7.5 million to repair.,"labor,state-budget",mike-huebsch,"Secretary, Department of Administration",Wisconsin,republican,0,1,0,0,1,a statement made by a staffer during a court hearing.,valid,pants-fire
6742.json,mostly-true,"The national debt of $16 trillion, is enough to buy both the Cleveland Indians and Cincinnati Reds 1,918 times.","debt,federal-budget,sports",rob-portman,U.S. senator from Ohio,Ohio,republican,3,5,11,11,1,a news release,valid,mostly-true
11511.json,mostly-true,"If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that theyve sponsored.","candidates-biography,congress,corrections-and-updates",jeb-bush,,Florida,republican,17,5,17,24,2,"comments on ""Meet the Press""",train,mostly-true
7953.json,barely-true,Says unsuccessful Texas abortion legislation was supported by a majority of Texans.,"abortion,polls",jerry-patterson,state land commissioner,Texas,republican,1,1,1,3,0,an email blast.,train,barely-true
7208.json,mostly-true,AIG has fully repaid the federal government plus a profit of more than $22 billion.,"corporations,federal-budget,financial-regulation",american-international-group,,,none,0,0,0,1,0,a TV ad,train,mostly-true
1531.json,pants-fire,I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,ethics,charles-rangel,U.S. Congressman,New York,democrat,0,0,1,0,1,a press conference,train,pants-fire
458.json,pants-fire,"McCain says the price of a gas tax ""holiday"" would be about the same as ""a Bridge to Nowhere (or) another pork barrel project.""",energy,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,an interview on the Fox News Channel.,train,pants-fire
11302.json,barely-true,Says Missouri Democratic Senate candidateJason Kander is attending fancy dinners all over the country.,elections,national-republican-senatorial-committee,,,republican,11,5,7,2,5,,train,barely-true
8071.json,true,Says our deficits are falling at the fastest rate in 60 years.,deficit,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at Knox College in Illinois,train,true
2350.json,pants-fire,Lindsey Graham endorsed Charlie Crist for U.S. Senate.,elections,blog-posting,,,none,7,19,3,5,44,postings on Twitter,train,pants-fire
2597.json,mostly-true,Georgia lawmakers balanced the budget without raising taxes on residents.,taxes,casey-cagle,,,republican,1,0,0,2,0,a speech,train,mostly-true
7067.json,pants-fire,"Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.","bankruptcy,bush-administration,candidates-biography,congress,congressional-rules,corporations,economy,ethics,financial-regulation,government-regulation,history,legal-issues,message-machine-2012,campaign-advertising",peoples-majority,,,organization,0,0,0,0,1,a TV commercial,valid,pants-fire
4816.json,barely-true,Obama has (a) new Christmas tree tax.,taxes,greg-abbott,governor,Texas,republican,11,3,8,6,5,a tweet,train,barely-true
2399.json,false,Harry Reid has voted to give special tax breaks to illegal aliens.,"immigration,message-machine,taxes",sharron-angle,Republican nominee for Nevada U.S. Senate seat,Nevada,republican,3,1,1,0,0,a campaign commerical,train,false
3341.json,true,Says the Army is spending $7 million to sponsor a NASCAR team.,"federal-budget,military",betty-mccollum,U.S. Representative,Minnesota,democrat,0,0,0,0,0,"press release, Rep. Betty McCollum",train,true
1005.json,pants-fire,Obama used $20 million in federal money to emmigrate (sic) Hamas Refugees to the USA.,foreign-policy,chain-email,,,none,11,43,8,5,105,a chain e-mail,test,pants-fire
9901.json,half-true,"Women still do not get paid as much as men, even for the same work, period.","economy,women",connie-stokes,,,democrat,0,0,1,0,0,a fundraising email,train,half-true
567.json,true,Says Obama flip-flopped on warrantless wiretapping.,terrorism,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a news release from McCain spokesman Tucker Bounds ,train,true
7471.json,barely-true,Says Texas has the most uninsured people of any state -- 6 million.,health-care,garnet-coleman,"president, ceo of Apartments for America, Inc.",Texas,democrat,1,0,1,0,1,"an interview for WFAA-TV's ""Inside Texas Politics.""",train,barely-true
12194.json,mostly-true,We got a million jobs.,"economy,job-accomplishments,jobs",rick-scott,Governor,Florida,republican,28,23,38,34,7,"a confrontation with a customer at a Gainesville, Fla., Starbucks",train,mostly-true
6009.json,true,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,"deficit,economy",rodney-frelinghuysen,,,republican,1,0,0,1,0,an e-mail newsletter,train,true
4607.json,pants-fire,Appalachian Power Company is making record profits.,"energy,market-regulation",ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0,3,0,0,1,in TV ads.,train,pants-fire
13513.json,barely-true,We would be just like North Carolina with HB2-like (transgender bathroom) legislation. It actually passed our chamber and I vetoed it.,"gays-and-lesbians,religion,sexuality",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a radio interview.,train,barely-true
40.json,true,"Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.	crime	rudy-giuliani	Attorney	New York	republican	9	11	10	7	3	New York, N.Y.
5122.json	mostly-true	In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.	civil-rights,gays-and-lesbians,marriage	sheila-oliver	Assemblywoman	New Jersey	democrat	0	1	1	3	0	a news conference
11191.json	true	Says Donald Trump has changed his mind on abortion.	abortion	carly-fiorina		California	republican	5	5	4	3	2	the first Republican presidential debate
10315.json	mostly-true	It has been many years, if ever, since an inmate has completed his or her high school diploma while incarcerated in a state correctional facility for adults.	corrections-and-updates,criminal-justice,public-safety	lc-buster-evans	Assistant Commissioner	Georgia	none	0	0	0	1	0	in a press release
1964.json	mostly-true	Says U.S. Rep. Michael McCaul is the sixth-richest person in Congress.	candidates-biography	ted-ankrum	Retired	Texas	democrat	0	1	0	1	0	a speech
624.json	true	McCain is raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",ethics,democratic-national-committee,,,none,8,2,10,8,0,,test,true
5266.json,pants-fire,Eric Holder is supportive of the NAACPs efforts to get the United Nations involved in our elections.,"elections,foreign-policy",true-vote,,,none,0,0,0,0,1,a Web post.,valid,pants-fire
2448.json,half-true,"Under Gov. Kitzhaber, unemployment rose 65 percent, state spending went up 57 percent and personal incomes declined compared to the rest of the country.",economy,chris-dudley,Financial adviser,Oregon,republican,0,0,1,1,1,a speech in Albany,valid,half-true
9933.json,barely-true,Says Tom Steyer is aCalifornia billionaire who stands to profit by blocking Keystone and is spending big to help Bruce Braley.,"campaign-finance,climate-change,environment,message-machine-2014,campaign-advertising",american-crossroads,,,republican,5,5,4,0,0,a campaign ad,train,barely-true
6404.json,pants-fire,Says Mitt Romney did not pay taxes for 10 years.,"candidates-biography,taxes",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,an interview with the Huffington Post,train,pants-fire
4931.json,pants-fire,"Says Mitt Romney, as governor of Massachusetts, put into place socialized medicine.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,a Republican presidential debate in Iowa,valid,pants-fire
682.json,false,"Sarah Palin ""has more experience than Barack Obama.""",candidates-biography,fred-thompson,Actor,Tennessee,republican,1,4,3,3,0,"St. Paul, Minn.",train,false
11660.json,true,"Since 2008, we have cut 5,000 positions from Virginia public schools.","education,jobs,state-budget",terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,a news conference.,train,true
13082.json,pants-fire,I finished the controversyabout wherePresident Barack Obama was born.,obama-birth-certificate,donald-trump,President-Elect,New York,republican,63,114,51,37,61,in a speech,train,pants-fire
3863.json,barely-true,"U.S. Rep. Ron Kind, D-Wis., and his fellow Democrats went on a spending spree and now their credit card is maxed out",federal-budget,national-republican-congressional-committee,,,republican,18,9,8,5,8,a news release,train,barely-true
6948.json,false,Bill Nelson voted for higher taxes 150 times.,"debates,taxes",connie-mack,U.S. representative from Fort Myers,Florida,republican,3,3,1,3,1,"in a debate in Davie, Fla.",train,false
4754.json,half-true,"In Georgia, hard-earned lottery dollars are doled out to the scion[s] of wealthy families.",education,rainbowpush-coalition,,,democrat,0,0,1,0,0,a press release,train,half-true
7811.json,false,Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,"debt,health-care,taxes",ron-maag,State representative,Ohio,republican,1,1,0,0,0,a statement during a state House Finance and Appropriations Committee hearing,train,false
6175.json,false,Obamacare adds trillions to our deficits and to our national debt.,"federal-budget,health-care",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,a press conference,train,false
12560.json,pants-fire,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.","immigration,urban",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a speech in New York attacking Hillary Clinton,train,pants-fire
7674.json,mostly-true,A wide majority of NRA households ... supported this legislation on gun background checks.,guns,barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks in the White House Rose Garden,train,mostly-true
11676.json,barely-true,David Simpson actually voted for drivers licenses for illegal immigrants.,"immigration,transportation,voting-record",bryan-hughes,Attorney,Texas,republican,1,0,0,0,0,a campaign press release,train,barely-true
8045.json,true,"Food stamp spending doubled under President Bush, doubled again under President Obama.","children,deficit,families,federal-budget,hunger,poverty,welfare",tom-cole,,Oklahoma,republican,0,0,0,1,0,an MSNBC interview,train,true
9003.json,barely-true,"All of Floridas four-year state colleges now offer bachelors degrees for only $10,000.",education,rick-scott,Governor,Florida,republican,28,23,38,34,7,his State of the State speech,test,barely-true
7389.json,half-true,"Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.","federal-budget,health-care,medicare",barack-obama,President,Illinois,democrat,70,71,160,163,9,the State of the Union speech,train,half-true
11320.json,barely-true,The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.,"legal-issues,religion",mike-huckabee,author,Arkansas,republican,12,5,9,3,4,the CNN Republican debate,train,barely-true
8131.json,mostly-true,"Says federal regulations adopted in 2011 increased the cost of each vehicle for his business by $10,000.","environment,market-regulation",mike-collins,"co-owner, Collins Industries",Georgia,republican,1,0,1,1,0,an interview,train,mostly-true
3526.json,mostly-true,Corporate taxes will soon be the highest in the industrialized world.,"corporations,taxes",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a “Wall Street Journal” op-ed,train,mostly-true
12902.json,true,Says Scott Walkers listening sessions are invite-only and excluding the press.,"bipartisanship,government-efficiency,job-accomplishments",dana-wachs,,,democrat,0,0,0,0,0,a tweet,train,true
3846.json,pants-fire,"The Central Falls School system spent $100,000 on a time clock.","city-budget,education,government-efficiency",john-tassoni-jr,President of The Sentinel Group,Rhode Island,democrat,0,0,0,0,1,a news release,train,pants-fire
12094.json,false,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast.","economy,trade",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a news conference,train,false
4700.json,barely-true,The State of Rhode Island has the worst state-funded pension in the country.,"deficit,pensions,state-budget,state-finances",helen-glover,"talk show host, WHJJ",Rhode Island,talk-show-host,1,1,0,0,0,an introduction to a radio interview,train,barely-true
10070.json,pants-fire,Says President Barack Obamas recent New York fundraising trip cost between $25 million and $50 million.,"government-efficiency,pundits",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"a broadcast of ""Fox and Friends"" on Fox News",train,pants-fire
1085.json,false,Rep. Adam Putnam was silent when Rush Limbaugh called Sonia Sotomayor a racist.,"sotomayor-nomination,supreme-court",presente,,,none,0,1,0,0,0,a radio ad,train,false
8920.json,half-true,Large parts of Florida have experienced years of below average rainfall.,environment,associated-industries-florida,,Florida,organization,0,0,1,0,1,a press release,train,half-true
8592.json,false,On changing the rules for filibusters on presidential nominees,congressional-rules,harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,speeches,train,false
6308.json,true,Says New Hampshire has the third-highest property tax in the country.,"corrections-and-updates,taxes",jackie-cilley,Marketing,New Hampshire,democrat,0,0,0,0,0,a statement during a candidates forum at Nashua City Hall,train,true
9768.json,pants-fire,Says the former president of the Czech Republic said the American people were a confederacy of fools for electing Barack Obama.,foreign-policy,chain-email,,,none,11,43,8,5,105,a chain email,train,pants-fire
3448.json,mostly-true,"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",transportation,sam-adams,Mayor of Portland,Oregon,democrat,3,2,5,2,0,a video online,train,mostly-true
3042.json,true,Georgia lawmakers fuel up for the session by feasting on wild hogs.,agriculture,new-georgia-encyclopedia,,Georgia,none,0,0,0,0,0,New Georgia Encyclopedia entry on hogs in Georgia history,train,true
4492.json,pants-fire,President Obama went around the world and apologized for America.,foreign-policy,mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a debate in Orlando, Fla.",valid,pants-fire
10287.json,true,"Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",education,mike-dudgeon,Legislator,Georgia,republican,0,0,0,0,0,newspaper article,train,true
